id,annotation_id,elementid
1023,18173,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1024,18174,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1025,18175,"[["""", ""clause""], [""type"", ""address""]]"
1026,18176,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1027,18177,"[["""", ""clause""], [""type"", ""address""]]"
1036,18186,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""w-rex-scott""]]"
1038,18188,"[["""", ""clause""], [""type"", ""address""]]"
1033,18183,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1028,18178,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""w-rex-scott""]]"
1029,18179,"[["""", ""clause""], [""type"", ""address""]]"
1035,18185,"[["""", ""clause""], [""type"", ""address""]]"
1030,18180,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1031,18181,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1032,18182,"[["""", ""clause""], [""type"", ""address""]]"
1034,18184,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1037,18187,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1039,18189,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1040,18190,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1041,18191,"[["""", ""clause""], [""type"", ""address""]]"
1042,18192,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1043,18193,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1044,18194,"[["""", ""clause""], [""type"", ""address""]]"
1045,18195,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1013,18163,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""w-rex-scott""]]"
140,3048,"[["""", ""clause""], [""type"", ""address""]]"
1014,18164,"[["""", ""clause""], [""type"", ""address""]]"
155,3071,"[["""", ""clause""], [""type"", ""witnesses""]]"
153,3065,"[["""", ""clause""], [""type"", ""address""]]"
955,7988,"[["""", ""clause""], [""type"", ""witnesses""]]"
181,3113,"[["""", ""clause""], [""type"", ""witnesses""]]"
180,3112,"[["""", ""clause""], [""type"", ""disposition""]]"
956,8153,"[["""", ""person""], [""type"", ""title""], [""@text"", ""iusticiis""]]"
958,8152,"[["""", ""clause""], [""type"", ""address""]]"
716,5598,"[["""", ""clause""], [""type"", ""address""]]"
250,3223,"[["""", ""clause""], [""type"", ""address""]]"
959,8155,"[["""", ""person""], [""type"", ""title""], [""@text"", ""vicecomitibus""]]"
960,8156,"[["""", ""clause""], [""type"", ""witnesses""]]"
718,5600,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""hugo-de-mortuo-mari""]]"
722,5604,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
723,5606,"[["""", ""clause""], [""type"", ""notification""]]"
724,5607,"[["""", ""clause""], [""type"", ""witnesses""]]"
725,5608,"[["""", ""clause""], [""type"", ""disposition""]]"
721,5603,"[["""", ""clause""], [""type"", ""address""]]"
726,5605,"[["""", ""clause""], [""type"", ""intitulatio""]]"
961,8157,"[["""", ""clause""], [""type"", ""disposition""]]"
962,8167,"[["""", ""clause""], [""type"", ""witnesses""]]"
964,8169,"[["""", ""clause""], [""type"", ""address""]]"
965,8170,"[["""", ""clause""], [""type"", ""disposition""]]"
729,5507,"[["""", ""clause""], [""type"", ""intitulatio""]]"
730,2824,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
731,5609,"[["""", ""clause""], [""type"", ""disposition""]]"
732,5610,"[["""", ""clause""], [""type"", ""notification""]]"
733,5611,"[["""", ""clause""], [""type"", ""arenga""]]"
734,5612,"[["""", ""clause""], [""type"", ""address""]]"
986,10119,"[["""", ""clause""], [""type"", ""address""]]"
977,9606,"[["""", ""clause""], [""type"", ""address""]]"
963,8168,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
738,5710,"[["""", ""clause""], [""type"", ""intitulatio""]]"
739,3228,"[["""", ""clause""], [""type"", ""address""]]"
740,5011,"[["""", ""clause""], [""type"", ""witnesses""]]"
966,8841,"[["""", ""clause""], [""type"", ""salutation""]]"
742,5715,"[["""", ""clause""], [""type"", ""disposition""]]"
743,5716,"[["""", ""clause""], [""type"", ""notification""]]"
967,8842,"[["""", ""clause""], [""type"", ""address""]]"
745,5459,"[["""", ""clause""], [""type"", ""sealing""]]"
968,8843,"[["""", ""clause""], [""type"", ""witnesses""]]"
744,5458,"[["""", ""clause""], [""type"", ""witnesses""]]"
746,5462,"[["""", ""clause""], [""type"", ""salutation""]]"
747,5460,"[["""", ""clause""], [""type"", ""notification""]]"
748,5720,"[["""", ""clause""], [""type"", ""disposition""]]"
749,5550,"[["""", ""clause""], [""type"", ""narration""]]"
719,5601,"[["""", ""clause""], [""type"", ""notification""]]"
717,5599,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
720,5602,"[["""", ""clause""], [""type"", ""witnesses""]]"
736,5616,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
715,5595,"[["""", ""clause""], [""type"", ""notification""]]"
969,8844,"[["""", ""clause""], [""type"", ""disposition""]]"
255,3229,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
737,5617,"[["""", ""clause""], [""type"", ""salutation""]]"
970,9534,"[["""", ""clause""], [""type"", ""address""]]"
972,7989,"[["""", ""clause""], [""type"", ""address""]]"
973,9536,"[["""", ""clause""], [""type"", ""disposition""]]"
974,9537,"[["""", ""clause""], [""type"", ""address""]]"
975,9538,"[["""", ""clause""], [""type"", ""witnesses""]]"
976,9539,"[["""", ""clause""], [""type"", ""disposition""]]"
978,9607,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
979,9608,"[["""", ""clause""], [""type"", ""intitulatio""]]"
980,9609,"[["""", ""clause""], [""type"", ""notification""]]"
981,9610,"[["""", ""clause""], [""type"", ""witnesses""]]"
982,9611,"[["""", ""clause""], [""type"", ""sealing""]]"
987,10120,"[["""", ""clause""], [""type"", ""notification""]]"
983,9612,"[["""", ""clause""], [""type"", ""disposition""]]"
984,10117,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
985,10118,"[["""", ""clause""], [""type"", ""intitulatio""]]"
988,10121,"[["""", ""clause""], [""type"", ""witnesses""]]"
989,10122,"[["""", ""clause""], [""type"", ""holding""]]"
990,10123,"[["""", ""clause""], [""type"", ""disposition""]]"
991,10124,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem-in-domino""]]"
992,10662,"[["""", ""person""], [""type"", ""title""], [""@text"", ""iusticiis""]]"
993,10663,"[["""", ""clause""], [""type"", ""address""]]"
994,10664,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
248,3221,"[["""", ""clause""], [""type"", ""address""]]"
374,3442,"[["""", ""clause""], [""type"", ""intitulatio""]]"
355,3417,"[["""", ""clause""], [""type"", ""intitulatio""]]"
750,5549,"[["""", ""clause""], [""type"", ""sealing""]]"
881,7032,"[["""", ""clause""], [""type"", ""disposition""]]"
996,10666,"[["""", ""clause""], [""type"", ""witnesses""]]"
1046,18196,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1128,18984,"[["""", ""clause""], [""type"", ""witnesses""]]"
1145,19001,"[["""", ""clause""], [""type"", ""witnesses""]]"
1148,19004,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1151,19007,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1153,19009,"[["""", ""clause""], [""type"", ""disposition""]]"
1154,19010,"[["""", ""clause""], [""type"", ""address""]]"
1155,19011,"[["""", ""clause""], [""type"", ""intitulatio""]]"
317,3343,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis-me""]]"
1157,19013,"[["""", ""clause""], [""type"", ""disposition""]]"
325,3362,"[["""", ""clause""], [""type"", ""holding""]]"
327,3365,"[["""", ""clause""], [""type"", ""witnesses""]]"
329,3368,"[["""", ""clause""], [""type"", ""address""]]"
330,3369,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis""]]"
334,3378,"[["""", ""clause""], [""type"", ""holding""]]"
1158,19014,"[["""", ""clause""], [""type"", ""injunction""]]"
1156,19012,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis-nos""]]"
1159,19015,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1160,19016,"[["""", ""clause""], [""type"", ""witnesses""]]"
1161,19017,"[["""", ""clause""], [""type"", ""address""]]"
1162,19018,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1163,19019,"[["""", ""clause""], [""type"", ""notification""]]"
1164,19020,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1165,19021,"[["""", ""clause""], [""type"", ""disposition""]]"
1166,19022,"[["""", ""clause""], [""type"", ""witnesses""]]"
1167,19023,"[["""", ""clause""], [""type"", ""holding""]]"
1168,19024,"[["""", ""clause""], [""type"", ""address""]]"
1169,19025,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1170,19026,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
358,3421,"[["""", ""clause""], [""type"", ""notification""]]"
359,3422,"[["""", ""clause""], [""type"", ""witnesses""]]"
361,3424,"[["""", ""clause""], [""type"", ""disposition""]]"
362,3425,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis-me""]]"
365,3431,"[["""", ""clause""], [""type"", ""warrandice""]]"
367,3434,"[["""", ""clause""], [""type"", ""disposition""]]"
368,3435,"[["""", ""clause""], [""type"", ""holding""]]"
369,3436,"[["""", ""clause""], [""type"", ""warrandice""]]"
1186,19042,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1172,19028,"[["""", ""clause""], [""type"", ""disposition""]]"
375,3443,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
376,3444,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis-me""]]"
1173,19030,"[["""", ""clause""], [""type"", ""address""]]"
378,3452,"[["""", ""clause""], [""type"", ""boundaries""]]"
379,3453,"[["""", ""clause""], [""type"", ""holding""]]"
380,3455,"[["""", ""clause""], [""type"", ""warrandice""]]"
381,3456,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciendum-est-quod""]]"
382,3457,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciendum-quod""]]"
383,3459,"[["""", ""clause""], [""type"", ""witnesses""]]"
1174,19029,"[["""", ""clause""], [""type"", ""intitulatio""]]"
326,3364,"[["""", ""clause""], [""type"", ""warrandice""]]"
324,3360,"[["""", ""clause""], [""type"", ""boundaries""]]"
1175,19031,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
331,3370,"[["""", ""clause""], [""type"", ""witnesses""]]"
332,3371,"[["""", ""clause""], [""type"", ""disposition""]]"
335,3380,"[["""", ""clause""], [""type"", ""witnesses""]]"
1177,19033,"[["""", ""clause""], [""type"", ""disposition""]]"
1178,19034,"[["""", ""clause""], [""type"", ""holding""]]"
1179,19035,"[["""", ""clause""], [""type"", ""notification""]]"
419,3519,"[["""", ""clause""], [""type"", ""witnesses""]]"
1187,19043,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis-quod""]]"
1176,19032,"[["""", ""clause""], [""type"", ""witnesses""]]"
1180,19036,"[["""", ""clause""], [""type"", ""address""]]"
1181,19037,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1182,19038,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1183,19039,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis-quod""]]"
1188,19044,"[["""", ""clause""], [""type"", ""disposition""]]"
1189,19045,"[["""", ""clause""], [""type"", ""sealing""]]"
1190,19046,"[["""", ""clause""], [""type"", ""narration""]]"
372,3440,"[["""", ""clause""], [""type"", ""sealing""]]"
319,3346,"[["""", ""clause""], [""type"", ""witnesses""]]"
751,5721,"[["""", ""clause""], [""type"", ""intitulatio""]]"
752,5722,"[["""", ""clause""], [""type"", ""witnesses""]]"
753,5723,"[["""", ""clause""], [""type"", ""sealing""]]"
360,3423,"[["""", ""clause""], [""type"", ""holding""]]"
366,3432,"[["""", ""clause""], [""type"", ""witnesses""]]"
371,3439,"[["""", ""clause""], [""type"", ""witnesses""]]"
754,5724,"[["""", ""clause""], [""type"", ""disposition""]]"
755,5725,"[["""", ""clause""], [""type"", ""holding""]]"
756,5726,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""saerus-de-quinci""]]"
997,10667,"[["""", ""clause""], [""type"", ""disposition""]]"
758,5728,"[["""", ""clause""], [""type"", ""witnesses""]]"
759,5729,"[["""", ""clause""], [""type"", ""holding""]]"
757,5727,"[["""", ""clause""], [""type"", ""notification""]]"
760,5731,"[["""", ""clause""], [""type"", ""disposition""]]"
778,5979,"[["""", ""person""], [""type"", ""name""], [""@text"", ""dauid-de-graham""]]"
764,5786,"[["""", ""person""], [""type"", ""title""], [""@text"", ""clerico""]]"
765,5787,"[["""", ""person""], [""type"", ""title""], [""@text"", ""priore""]]"
408,3503,"[["""", ""clause""], [""type"", ""disposition""]]"
768,5797,"[["""", ""clause""], [""type"", ""address""]]"
999,13959,"[["""", ""clause""], [""type"", ""notification""]]"
1000,13960,"[["""", ""clause""], [""type"", ""witnesses""]]"
431,3534,"[["""", ""clause""], [""type"", ""witnesses""]]"
432,3536,"[["""", ""clause""], [""type"", ""disposition""]]"
436,3541,"[["""", ""clause""], [""type"", ""disposition""]]"
440,3552,"[["""", ""clause""], [""type"", ""witnesses""]]"
441,3554,"[["""", ""clause""], [""type"", ""disposition""]]"
442,3558,"[["""", ""clause""], [""type"", ""disposition""]]"
446,3565,"[["""", ""clause""], [""type"", ""disposition""]]"
448,3567,"[["""", ""clause""], [""type"", ""disposition""]]"
454,3578,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
464,3591,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
465,3592,"[["""", ""clause""], [""type"", ""disposition""]]"
420,3520,"[["""", ""clause""], [""type"", ""disposition""]]"
434,3538,"[["""", ""clause""], [""type"", ""witnesses""]]"
433,3537,"[["""", ""clause""], [""type"", ""disposition""]]"
421,3521,"[["""", ""clause""], [""type"", ""address""]]"
423,3523,"[["""", ""clause""], [""type"", ""witnesses""]]"
455,3580,"[["""", ""clause""], [""type"", ""witnesses""]]"
435,3539,"[["""", ""clause""], [""type"", ""witnesses""]]"
437,3542,"[["""", ""clause""], [""type"", ""witnesses""]]"
769,5798,"[["""", ""clause""], [""type"", ""address""]]"
770,5799,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""w-rex-scottorum""]]"
447,3566,"[["""", ""clause""], [""type"", ""witnesses""]]"
449,3568,"[["""", ""clause""], [""type"", ""witnesses""]]"
450,3570,"[["""", ""person""], [""type"", ""title""], [""@text"", ""justic""]]"
451,3572,"[["""", ""clause""], [""type"", ""disposition""]]"
772,5860,"[["""", ""clause""], [""type"", ""witnesses""]]"
410,3505,"[["""", ""clause""], [""type"", ""witnesses""]]"
407,3501,"[["""", ""clause""], [""type"", ""witnesses""]]"
1001,13961,"[["""", ""clause""], [""type"", ""address""]]"
444,3562,"[["""", ""clause""], [""type"", ""witnesses""]]"
462,3589,"[["""", ""clause""], [""type"", ""address""]]"
463,3590,"[["""", ""person""], [""type"", ""title""], [""@text"", ""iustic""]]"
439,3549,"[["""", ""clause""], [""type"", ""witnesses""]]"
476,3656,"[["""", ""clause""], [""type"", ""address""]]"
475,3658,"[["""", ""person""], [""type"", ""title""], [""@text"", ""iustic""]]"
773,5861,"[["""", ""clause""], [""type"", ""witnesses""]]"
453,3576,"[["""", ""clause""], [""type"", ""address""]]"
1002,13962,"[["""", ""clause""], [""type"", ""intitulatio""]]"
779,6081,"[["""", ""clause""], [""type"", ""witnesses""]]"
780,6082,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
781,6083,"[["""", ""clause""], [""type"", ""boundaries""]]"
1185,19041,"[["""", ""clause""], [""type"", ""witnesses""]]"
1184,19040,"[["""", ""clause""], [""type"", ""disposition""]]"
409,3504,"[["""", ""clause""], [""type"", ""address""]]"
411,3508,"[["""", ""clause""], [""type"", ""disposition""]]"
762,5733,"[["""", ""clause""], [""type"", ""witnesses""]]"
761,5732,"[["""", ""clause""], [""type"", ""intitulatio""]]"
426,3527,"[["""", ""clause""], [""type"", ""disposition""]]"
370,3438,"[["""", ""clause""], [""type"", ""holding""], [""@o"", ""2""]]"
418,3518,"[["""", ""clause""], [""type"", ""address""]]"
763,2574,"[["""", ""clause""], [""type"", ""intitulatio""]]"
782,6084,"[["""", ""clause""], [""type"", ""notification""]]"
128,3027,"[["""", ""clause""], [""type"", ""disposition""]]"
148,3057,"[["""", ""clause""], [""type"", ""witnesses""]]"
468,3652,"[["""", ""clause""], [""type"", ""address""]]"
105,2817,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
80,2624,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
882,7157,"[["""", ""clause""], [""type"", ""address""]]"
883,7158,"[["""", ""clause""], [""type"", ""intitulatio""]]"
884,7159,"[["""", ""clause""], [""type"", ""salutation""]]"
885,7160,"[["""", ""clause""], [""type"", ""notification""]]"
887,7162,"[["""", ""clause""], [""type"", ""sealing""]]"
888,7163,"[["""", ""clause""], [""type"", ""disposition""]]"
890,7166,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
891,7167,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis-me""]]"
928,7236,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1081,18706,"[["""", ""clause""], [""type"", ""address""]]"
894,7176,"[["""", ""clause""], [""type"", ""intitulatio""]]"
467,3651,"[["""", ""person""], [""type"", ""title""], [""@text"", ""vicecomitibus""]]"
998,13958,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem-in-domino""]]"
897,7177,"[["""", ""clause""], [""type"", ""address""]]"
896,7178,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
898,7179,"[["""", ""clause""], [""type"", ""witnesses""]]"
899,7180,"[["""", ""clause""], [""type"", ""notification""]]"
